是否是合法影院,接入方, third_id, 影院名,影院id,bid, 加密bid, 影院url, 排期url, 排期来源,电影信息
1,dadi, '0209,北京西三旗物美, '3469,'17533319815731467474,'bf14ffeab9443cc8d92f28ae,http://www.nuomi.com/cinema/bf14ffeab9443cc8d92f28ae,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=bf14ffeab9443cc8d92f28ae&mid=9422&needMovieInfo=1&tploption=1&_=1428996791
http://www.nuomi.com/pcindex/main/timetable?cinemaid=bf14ffeab9443cc8d92f28ae&mid=8901&needMovieInfo=1&tploption=1&_=1428996791
http://www.nuomi.com/pcindex/main/timetable?cinemaid=bf14ffeab9443cc8d92f28ae&mid=9434&needMovieInfo=1&tploption=1&_=1428996792
","dadi
","9422/速度与激情7/49
8901/战狼/1
9434/万物生长/1
"
1,dadi, '0210,信宜玉都, '3365,'3159430681787610378,'8c867ff1bc6986bf1d580055,http://www.nuomi.com/cinema/8c867ff1bc6986bf1d580055,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=8c867ff1bc6986bf1d580055&mid=9422&needMovieInfo=1&tploption=1&_=1428996794
http://www.nuomi.com/pcindex/main/timetable?cinemaid=8c867ff1bc6986bf1d580055&mid=8901&needMovieInfo=1&tploption=1&_=1428996798
","dadi
","9422/速度与激情7/33
8901/战狼/1
"
1,dadi, '0211,清远维多利, '3366,'4687306364760152106,'6b8cd0e325a13d517069d359,http://www.nuomi.com/cinema/6b8cd0e325a13d517069d359,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=6b8cd0e325a13d517069d359&mid=9422&needMovieInfo=1&tploption=1&_=1428996801
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6b8cd0e325a13d517069d359&mid=8901&needMovieInfo=1&tploption=1&_=1428996801
","dadi
","9422/速度与激情7/51
8901/战狼/1
"
1,dadi, '0212,盘锦金玛正和, '3385,'3939651668462610032,'5024c4006bc96f8e3f9a5e7d,http://www.nuomi.com/cinema/5024c4006bc96f8e3f9a5e7d,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=5024c4006bc96f8e3f9a5e7d&mid=9422&needMovieInfo=1&tploption=1&_=1428996804
http://www.nuomi.com/pcindex/main/timetable?cinemaid=5024c4006bc96f8e3f9a5e7d&mid=8901&needMovieInfo=1&tploption=1&_=1428996805
http://www.nuomi.com/pcindex/main/timetable?cinemaid=5024c4006bc96f8e3f9a5e7d&mid=9410&needMovieInfo=1&tploption=1&_=1428996806
http://www.nuomi.com/pcindex/main/timetable?cinemaid=5024c4006bc96f8e3f9a5e7d&mid=9414&needMovieInfo=1&tploption=1&_=1428996807
","dadi
","9422/速度与激情7/74
8901/战狼/10
9410/咱们结婚吧/4
9414/王牌特工：特工学院/3
"
1,dadi, '0213,番禺潮流汇, '3951,'11478075343410954060,'65ee55c60731ee4ba8f0cdff,http://www.nuomi.com/cinema/65ee55c60731ee4ba8f0cdff,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=65ee55c60731ee4ba8f0cdff&mid=9422&needMovieInfo=1&tploption=1&_=1428996809
","dadi
","9422/速度与激情7/39
"
1,dadi, '0214,四会海伦城市, '4112,'1169996710838888091,'6d814ee89c98c647f2193711,http://www.nuomi.com/cinema/6d814ee89c98c647f2193711,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=6d814ee89c98c647f2193711&mid=9422&needMovieInfo=1&tploption=1&_=1428996812
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6d814ee89c98c647f2193711&mid=8901&needMovieInfo=1&tploption=1&_=1428996813
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6d814ee89c98c647f2193711&mid=9427&needMovieInfo=1&tploption=1&_=1428996813
","dadi
","9422/速度与激情7/30
8901/战狼/3
9427/冲锋车/2
"
1,dadi, '0215,常州泰富, '3378,'15280979957471903791,'6f07ffaa53ed82fecb213de2,http://www.nuomi.com/cinema/6f07ffaa53ed82fecb213de2,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=6f07ffaa53ed82fecb213de2&mid=9422&needMovieInfo=1&tploption=1&_=1428996816
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6f07ffaa53ed82fecb213de2&mid=8901&needMovieInfo=1&tploption=1&_=1428996816
","dadi
","9422/速度与激情7/43
8901/战狼/2
"
1,dadi, '0216,天津渔夫码头, '3860,'8475677363756326327,'26c26cde9e5f791252e5c5ef,http://www.nuomi.com/cinema/26c26cde9e5f791252e5c5ef,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=26c26cde9e5f791252e5c5ef&mid=9422&needMovieInfo=1&tploption=1&_=1428996819
http://www.nuomi.com/pcindex/main/timetable?cinemaid=26c26cde9e5f791252e5c5ef&mid=8901&needMovieInfo=1&tploption=1&_=1428996820
http://www.nuomi.com/pcindex/main/timetable?cinemaid=26c26cde9e5f791252e5c5ef&mid=9414&needMovieInfo=1&tploption=1&_=1428996821
http://www.nuomi.com/pcindex/main/timetable?cinemaid=26c26cde9e5f791252e5c5ef&mid=8883&needMovieInfo=1&tploption=1&_=1428996821
","dadi
","9422/速度与激情7/37
8901/战狼/2
9414/王牌特工：特工学院/5
8883/我是女王/2
"
1,dadi, '0217,广州西丽, '3527,'17171596402053294603,'51dc47df45c8ea17f03cbaaa,http://www.nuomi.com/cinema/51dc47df45c8ea17f03cbaaa,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=51dc47df45c8ea17f03cbaaa&mid=9422&needMovieInfo=1&tploption=1&_=1428996824
http://www.nuomi.com/pcindex/main/timetable?cinemaid=51dc47df45c8ea17f03cbaaa&mid=8901&needMovieInfo=1&tploption=1&_=1428996825
http://www.nuomi.com/pcindex/main/timetable?cinemaid=51dc47df45c8ea17f03cbaaa&mid=8883&needMovieInfo=1&tploption=1&_=1428996825
","dadi
","9422/速度与激情7/32
8901/战狼/1
8883/我是女王/1
"
1,dadi, '0218,西安金莎国际, '3821,'17178450821214179079,'3018f4615eb0d018a80dd8b8,http://www.nuomi.com/cinema/3018f4615eb0d018a80dd8b8,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=3018f4615eb0d018a80dd8b8&mid=9422&needMovieInfo=1&tploption=1&_=1428996828
http://www.nuomi.com/pcindex/main/timetable?cinemaid=3018f4615eb0d018a80dd8b8&mid=8901&needMovieInfo=1&tploption=1&_=1428996828
http://www.nuomi.com/pcindex/main/timetable?cinemaid=3018f4615eb0d018a80dd8b8&mid=9410&needMovieInfo=1&tploption=1&_=1428996829
","dadi
","9422/速度与激情7/18
8901/战狼/2
9410/咱们结婚吧/1
"
1,dadi, '0219,岳阳新格里, '2492,'18036423935754658872,'6473c9ce0866c79549fd3fbe,http://www.nuomi.com/cinema/6473c9ce0866c79549fd3fbe,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=6473c9ce0866c79549fd3fbe&mid=9422&needMovieInfo=1&tploption=1&_=1428996832
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6473c9ce0866c79549fd3fbe&mid=8901&needMovieInfo=1&tploption=1&_=1428996832
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6473c9ce0866c79549fd3fbe&mid=9410&needMovieInfo=1&tploption=1&_=1428996834
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6473c9ce0866c79549fd3fbe&mid=9414&needMovieInfo=1&tploption=1&_=1428996834
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6473c9ce0866c79549fd3fbe&mid=8883&needMovieInfo=1&tploption=1&_=1428996834
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6473c9ce0866c79549fd3fbe&mid=9427&needMovieInfo=1&tploption=1&_=1428996835
","dadi
","9422/速度与激情7/76
8901/战狼/7
9410/咱们结婚吧/3
9414/王牌特工：特工学院/1
8883/我是女王/3
9427/冲锋车/2
"
1,dadi, '0220,江阴鹦鹉之城, '4032,'11688852000787266724,'a7758330819c5e524e776e5d,http://www.nuomi.com/cinema/a7758330819c5e524e776e5d,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=a7758330819c5e524e776e5d&mid=9422&needMovieInfo=1&tploption=1&_=1428996837
http://www.nuomi.com/pcindex/main/timetable?cinemaid=a7758330819c5e524e776e5d&mid=8901&needMovieInfo=1&tploption=1&_=1428996838
","dadi
","9422/速度与激情7/48
8901/战狼/1
"
1,dadi, '0221,宿州龙城, '3923,'18373739271066746425,'01edcd1b1115da3ce115f962,http://www.nuomi.com/cinema/01edcd1b1115da3ce115f962,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=01edcd1b1115da3ce115f962&mid=9422&needMovieInfo=1&tploption=1&_=1428996841
http://www.nuomi.com/pcindex/main/timetable?cinemaid=01edcd1b1115da3ce115f962&mid=8901&needMovieInfo=1&tploption=1&_=1428996841
http://www.nuomi.com/pcindex/main/timetable?cinemaid=01edcd1b1115da3ce115f962&mid=9410&needMovieInfo=1&tploption=1&_=1428996844
http://www.nuomi.com/pcindex/main/timetable?cinemaid=01edcd1b1115da3ce115f962&mid=8883&needMovieInfo=1&tploption=1&_=1428996845
","dadi
","9422/速度与激情7/48
8901/战狼/3
9410/咱们结婚吧/1
8883/我是女王/1
"
1,dadi, '0222,山东威海尚悦, '4066,'13595869798842904639,'a430ba52915d0cfd92114c67,http://www.nuomi.com/cinema/a430ba52915d0cfd92114c67,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=a430ba52915d0cfd92114c67&mid=9422&needMovieInfo=1&tploption=1&_=1428996847
http://www.nuomi.com/pcindex/main/timetable?cinemaid=a430ba52915d0cfd92114c67&mid=8901&needMovieInfo=1&tploption=1&_=1428996848
http://www.nuomi.com/pcindex/main/timetable?cinemaid=a430ba52915d0cfd92114c67&mid=9410&needMovieInfo=1&tploption=1&_=1428996848
http://www.nuomi.com/pcindex/main/timetable?cinemaid=a430ba52915d0cfd92114c67&mid=8883&needMovieInfo=1&tploption=1&_=1428996848
","dadi
","9422/速度与激情7/53
8901/战狼/1
9410/咱们结婚吧/1
8883/我是女王/1
"
1,dadi, '0223,惠安世纪广场, '3926,'7425168873110959762,'a5e1193be1120b9faa0dd887,http://www.nuomi.com/cinema/a5e1193be1120b9faa0dd887,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=a5e1193be1120b9faa0dd887&mid=9422&needMovieInfo=1&tploption=1&_=1428996851
","dadi
","9422/速度与激情7/43
"
1,dadi, '0224,北京米拉家园, '3474,'9018581684425920457,'40b680748150bd2897ec841e,http://www.nuomi.com/cinema/40b680748150bd2897ec841e,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=40b680748150bd2897ec841e&mid=9422&needMovieInfo=1&tploption=1&_=1428996854
http://www.nuomi.com/pcindex/main/timetable?cinemaid=40b680748150bd2897ec841e&mid=9410&needMovieInfo=1&tploption=1&_=1428996855
http://www.nuomi.com/pcindex/main/timetable?cinemaid=40b680748150bd2897ec841e&mid=9434&needMovieInfo=1&tploption=1&_=1428996855
","dadi
","9422/速度与激情7/42
9410/咱们结婚吧/2
9434/万物生长/1
"
1,dadi, '0225,山东潍坊佳乐家, '8166,'1871069212492344881,'70fae21b617648b87369d32b,http://www.nuomi.com/cinema/70fae21b617648b87369d32b,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=70fae21b617648b87369d32b&mid=9422&needMovieInfo=1&tploption=1&_=1428996860
http://www.nuomi.com/pcindex/main/timetable?cinemaid=70fae21b617648b87369d32b&mid=8901&needMovieInfo=1&tploption=1&_=1428996860
http://www.nuomi.com/pcindex/main/timetable?cinemaid=70fae21b617648b87369d32b&mid=9410&needMovieInfo=1&tploption=1&_=1428996860
http://www.nuomi.com/pcindex/main/timetable?cinemaid=70fae21b617648b87369d32b&mid=8883&needMovieInfo=1&tploption=1&_=1428996861
","dadi
","9422/速度与激情7/64
8901/战狼/5
9410/咱们结婚吧/2
8883/我是女王/1
"
1,dadi, '0226,重庆帝都红旗, '3482,'10547522371133681162,'b60c6d8ac9138ead5abbbc27,http://www.nuomi.com/cinema/b60c6d8ac9138ead5abbbc27,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=b60c6d8ac9138ead5abbbc27&mid=9422&needMovieInfo=1&tploption=1&_=1428996863
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b60c6d8ac9138ead5abbbc27&mid=8901&needMovieInfo=1&tploption=1&_=1428996864
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b60c6d8ac9138ead5abbbc27&mid=8883&needMovieInfo=1&tploption=1&_=1428996864
","dadi
","9422/速度与激情7/31
8901/战狼/4
8883/我是女王/2
"
1,dadi, '0227,唐山兴海名都, '8167,'14729662037034648107,'baeef626fe4870e12b3a9faa,http://www.nuomi.com/cinema/baeef626fe4870e12b3a9faa,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=baeef626fe4870e12b3a9faa&mid=9422&needMovieInfo=1&tploption=1&_=1428996867
http://www.nuomi.com/pcindex/main/timetable?cinemaid=baeef626fe4870e12b3a9faa&mid=8901&needMovieInfo=1&tploption=1&_=1428996868
http://www.nuomi.com/pcindex/main/timetable?cinemaid=baeef626fe4870e12b3a9faa&mid=9434&needMovieInfo=1&tploption=1&_=1428996868
","dadi
","9422/速度与激情7/53
8901/战狼/1
9434/万物生长/1
"
1,dadi, '0228,凤泉新玛特, '3635,'15628531377165280656,'b0a74255400f96d33c9a5ec8,http://www.nuomi.com/cinema/b0a74255400f96d33c9a5ec8,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=b0a74255400f96d33c9a5ec8&mid=9422&needMovieInfo=1&tploption=1&_=1428996871
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b0a74255400f96d33c9a5ec8&mid=8901&needMovieInfo=1&tploption=1&_=1428996871
","dadi
","9422/速度与激情7/46
8901/战狼/1
"
1,dadi, '0229,合浦御珠, '3931,'13111240828684660955,'cc5182e6916277ef95f08c10,http://www.nuomi.com/cinema/cc5182e6916277ef95f08c10,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=cc5182e6916277ef95f08c10&mid=9422&needMovieInfo=1&tploption=1&_=1428996875
http://www.nuomi.com/pcindex/main/timetable?cinemaid=cc5182e6916277ef95f08c10&mid=8901&needMovieInfo=1&tploption=1&_=1428996875
","dadi
","9422/速度与激情7/55
8901/战狼/1
"
1,dadi, '0230,张掖广电大厦, '2531,'1259120528120086527,'06d2dffd88eec9ef88f15d0f,http://www.nuomi.com/cinema/06d2dffd88eec9ef88f15d0f,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=06d2dffd88eec9ef88f15d0f&mid=9422&needMovieInfo=1&tploption=1&_=1428996878
http://www.nuomi.com/pcindex/main/timetable?cinemaid=06d2dffd88eec9ef88f15d0f&mid=8901&needMovieInfo=1&tploption=1&_=1428996878
http://www.nuomi.com/pcindex/main/timetable?cinemaid=06d2dffd88eec9ef88f15d0f&mid=9410&needMovieInfo=1&tploption=1&_=1428996879
http://www.nuomi.com/pcindex/main/timetable?cinemaid=06d2dffd88eec9ef88f15d0f&mid=8883&needMovieInfo=1&tploption=1&_=1428996879
","dadi
","9422/速度与激情7/64
8901/战狼/7
9410/咱们结婚吧/1
8883/我是女王/1
"
1,dadi, '0231,辽阳贺尊, '4033,'2492775434125473813,'e6617d1df6c797712e47337b,http://www.nuomi.com/cinema/e6617d1df6c797712e47337b,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=e6617d1df6c797712e47337b&mid=9422&needMovieInfo=1&tploption=1&_=1428996882
http://www.nuomi.com/pcindex/main/timetable?cinemaid=e6617d1df6c797712e47337b&mid=8901&needMovieInfo=1&tploption=1&_=1428996882
http://www.nuomi.com/pcindex/main/timetable?cinemaid=e6617d1df6c797712e47337b&mid=9427&needMovieInfo=1&tploption=1&_=1428996883
","dadi
","9422/速度与激情7/42
8901/战狼/2
9427/冲锋车/1
"
1,dadi, '0232,邵阳湘中, '8168,'17014153566477476703,'6ad9d692cca963852fb96d04,http://www.nuomi.com/cinema/6ad9d692cca963852fb96d04,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=6ad9d692cca963852fb96d04&mid=9422&needMovieInfo=1&tploption=1&_=1428996886
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6ad9d692cca963852fb96d04&mid=8901&needMovieInfo=1&tploption=1&_=1428996886
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6ad9d692cca963852fb96d04&mid=8883&needMovieInfo=1&tploption=1&_=1428996886
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6ad9d692cca963852fb96d04&mid=9427&needMovieInfo=1&tploption=1&_=1428996890
","dadi
","9422/速度与激情7/60
8901/战狼/1
8883/我是女王/1
9427/冲锋车/1
"
1,dadi, '0233,重庆工商大学, '2586,'7425555126243481311,'c38ed06b96eba4a128b97c57,http://www.nuomi.com/cinema/c38ed06b96eba4a128b97c57,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=c38ed06b96eba4a128b97c57&mid=9422&needMovieInfo=1&tploption=1&_=1428996892
http://www.nuomi.com/pcindex/main/timetable?cinemaid=c38ed06b96eba4a128b97c57&mid=8901&needMovieInfo=1&tploption=1&_=1428996893
http://www.nuomi.com/pcindex/main/timetable?cinemaid=c38ed06b96eba4a128b97c57&mid=8883&needMovieInfo=1&tploption=1&_=1428996893
","dadi
","9422/速度与激情7/43
8901/战狼/6
8883/我是女王/2
"
1,dadi, '0234,张家口财富中心, '8169,'5869127673131475510,'95705730024683dd6fc02cc9,http://www.nuomi.com/cinema/95705730024683dd6fc02cc9,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=95705730024683dd6fc02cc9&mid=9422&needMovieInfo=1&tploption=1&_=1428996899
http://www.nuomi.com/pcindex/main/timetable?cinemaid=95705730024683dd6fc02cc9&mid=8901&needMovieInfo=1&tploption=1&_=1428996900
http://www.nuomi.com/pcindex/main/timetable?cinemaid=95705730024683dd6fc02cc9&mid=9410&needMovieInfo=1&tploption=1&_=1428996900
http://www.nuomi.com/pcindex/main/timetable?cinemaid=95705730024683dd6fc02cc9&mid=8883&needMovieInfo=1&tploption=1&_=1428996900
http://www.nuomi.com/pcindex/main/timetable?cinemaid=95705730024683dd6fc02cc9&mid=9434&needMovieInfo=1&tploption=1&_=1428996900
http://www.nuomi.com/pcindex/main/timetable?cinemaid=95705730024683dd6fc02cc9&mid=9427&needMovieInfo=1&tploption=1&_=1428996901
http://www.nuomi.com/pcindex/main/timetable?cinemaid=95705730024683dd6fc02cc9&mid=9426&needMovieInfo=1&tploption=1&_=1428996901
","dadi
","9422/速度与激情7/55
8901/战狼/4
9410/咱们结婚吧/4
8883/我是女王/1
9434/万物生长/1
9427/冲锋车/2
9426/三更车库/2
"
1,dadi, '0235,资阳摩根时代, '3403,'4101934901992380064,'b0decd858a50aaf5210220f7,http://www.nuomi.com/cinema/b0decd858a50aaf5210220f7,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=b0decd858a50aaf5210220f7&mid=9422&needMovieInfo=1&tploption=1&_=1428996904
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b0decd858a50aaf5210220f7&mid=8901&needMovieInfo=1&tploption=1&_=1428996904
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b0decd858a50aaf5210220f7&mid=9410&needMovieInfo=1&tploption=1&_=1428996904
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b0decd858a50aaf5210220f7&mid=8883&needMovieInfo=1&tploption=1&_=1428996905
","dadi
","9422/速度与激情7/39
8901/战狼/8
9410/咱们结婚吧/1
8883/我是女王/2
"
1,dadi, '0236,徐州创意, '3379,'11917569317386619280,'d18ba199a9e8204c86154188,http://www.nuomi.com/cinema/d18ba199a9e8204c86154188,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=d18ba199a9e8204c86154188&mid=9422&needMovieInfo=1&tploption=1&_=1428996907
http://www.nuomi.com/pcindex/main/timetable?cinemaid=d18ba199a9e8204c86154188&mid=8901&needMovieInfo=1&tploption=1&_=1428996908
http://www.nuomi.com/pcindex/main/timetable?cinemaid=d18ba199a9e8204c86154188&mid=9410&needMovieInfo=1&tploption=1&_=1428996908
","dadi
","9422/速度与激情7/46
8901/战狼/6
9410/咱们结婚吧/1
"
1,dadi, '0237,海口望海国际, '3934,'16619597937174813091,'1d31cf043e96eed8b45f1eda,http://www.nuomi.com/cinema/1d31cf043e96eed8b45f1eda,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=1d31cf043e96eed8b45f1eda&mid=9422&needMovieInfo=1&tploption=1&_=1428996911
http://www.nuomi.com/pcindex/main/timetable?cinemaid=1d31cf043e96eed8b45f1eda&mid=8901&needMovieInfo=1&tploption=1&_=1428996911
","dadi
","9422/速度与激情7/45
8901/战狼/1
"
1,dadi, '0238,银川风情浪漫, '3392,'4419384697072014101,'2cb7ea6892364badc27da2e1,http://www.nuomi.com/cinema/2cb7ea6892364badc27da2e1,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=2cb7ea6892364badc27da2e1&mid=9422&needMovieInfo=1&tploption=1&_=1428996914
http://www.nuomi.com/pcindex/main/timetable?cinemaid=2cb7ea6892364badc27da2e1&mid=8901&needMovieInfo=1&tploption=1&_=1428996915
http://www.nuomi.com/pcindex/main/timetable?cinemaid=2cb7ea6892364badc27da2e1&mid=9410&needMovieInfo=1&tploption=1&_=1428996915
http://www.nuomi.com/pcindex/main/timetable?cinemaid=2cb7ea6892364badc27da2e1&mid=9427&needMovieInfo=1&tploption=1&_=1428996915
","dadi
","9422/速度与激情7/31
8901/战狼/6
9410/咱们结婚吧/1
9427/冲锋车/1
"
1,dadi, '0239,常州新桥, '8170,'11452266995149469970,'bd7d4bc622b9faf6e9f8536d,http://www.nuomi.com/cinema/bd7d4bc622b9faf6e9f8536d,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=bd7d4bc622b9faf6e9f8536d&mid=9422&needMovieInfo=1&tploption=1&_=1428996918
http://www.nuomi.com/pcindex/main/timetable?cinemaid=bd7d4bc622b9faf6e9f8536d&mid=8901&needMovieInfo=1&tploption=1&_=1428996918
http://www.nuomi.com/pcindex/main/timetable?cinemaid=bd7d4bc622b9faf6e9f8536d&mid=9410&needMovieInfo=1&tploption=1&_=1428996919
http://www.nuomi.com/pcindex/main/timetable?cinemaid=bd7d4bc622b9faf6e9f8536d&mid=9427&needMovieInfo=1&tploption=1&_=1428996919
","dadi
","9422/速度与激情7/39
8901/战狼/8
9410/咱们结婚吧/1
9427/冲锋车/1
"
1,dadi, '0240,伊春大世界, '8187,'8500808844584225526,'df1b89072b915c1ca8f0cd3d,http://www.nuomi.com/cinema/df1b89072b915c1ca8f0cd3d,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=df1b89072b915c1ca8f0cd3d&mid=9422&needMovieInfo=1&tploption=1&_=1428996922
http://www.nuomi.com/pcindex/main/timetable?cinemaid=df1b89072b915c1ca8f0cd3d&mid=8901&needMovieInfo=1&tploption=1&_=1428996923
http://www.nuomi.com/pcindex/main/timetable?cinemaid=df1b89072b915c1ca8f0cd3d&mid=9410&needMovieInfo=1&tploption=1&_=1428996923
http://www.nuomi.com/pcindex/main/timetable?cinemaid=df1b89072b915c1ca8f0cd3d&mid=9414&needMovieInfo=1&tploption=1&_=1428996923
http://www.nuomi.com/pcindex/main/timetable?cinemaid=df1b89072b915c1ca8f0cd3d&mid=8883&needMovieInfo=1&tploption=1&_=1428996923
","dadi
","9422/速度与激情7/53
8901/战狼/4
9410/咱们结婚吧/2
9414/王牌特工：特工学院/2
8883/我是女王/1
"
1,dadi, '0241,河源广晟, '3534,'17672464347592392703,'9f97b1c5d92b097bb64f54d8,http://www.nuomi.com/cinema/9f97b1c5d92b097bb64f54d8,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=9f97b1c5d92b097bb64f54d8&mid=9422&needMovieInfo=1&tploption=1&_=1428996926
http://www.nuomi.com/pcindex/main/timetable?cinemaid=9f97b1c5d92b097bb64f54d8&mid=8901&needMovieInfo=1&tploption=1&_=1428996927
http://www.nuomi.com/pcindex/main/timetable?cinemaid=9f97b1c5d92b097bb64f54d8&mid=9410&needMovieInfo=1&tploption=1&_=1428996927
http://www.nuomi.com/pcindex/main/timetable?cinemaid=9f97b1c5d92b097bb64f54d8&mid=8883&needMovieInfo=1&tploption=1&_=1428996927
","dadi
","9422/速度与激情7/61
8901/战狼/4
9410/咱们结婚吧/2
8883/我是女王/1
"
1,dadi, '0242,清远美林, '3543,'8047322453719683681,'965756933228cf82246e981d,http://www.nuomi.com/cinema/965756933228cf82246e981d,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=965756933228cf82246e981d&mid=9422&needMovieInfo=1&tploption=1&_=1428996931
http://www.nuomi.com/pcindex/main/timetable?cinemaid=965756933228cf82246e981d&mid=8901&needMovieInfo=1&tploption=1&_=1428996932
http://www.nuomi.com/pcindex/main/timetable?cinemaid=965756933228cf82246e981d&mid=9410&needMovieInfo=1&tploption=1&_=1428996932
http://www.nuomi.com/pcindex/main/timetable?cinemaid=965756933228cf82246e981d&mid=8883&needMovieInfo=1&tploption=1&_=1428996932
http://www.nuomi.com/pcindex/main/timetable?cinemaid=965756933228cf82246e981d&mid=9427&needMovieInfo=1&tploption=1&_=1428996933
","dadi
","9422/速度与激情7/71
8901/战狼/6
9410/咱们结婚吧/2
8883/我是女王/1
9427/冲锋车/2
"
1,dadi, '0243,葫芦岛乐都汇, '3759,'15223142560138575613,'b38499a1333ac853b42655b2,http://www.nuomi.com/cinema/b38499a1333ac853b42655b2,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=b38499a1333ac853b42655b2&mid=9422&needMovieInfo=1&tploption=1&_=1428996936
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b38499a1333ac853b42655b2&mid=8901&needMovieInfo=1&tploption=1&_=1428996937
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b38499a1333ac853b42655b2&mid=9410&needMovieInfo=1&tploption=1&_=1428996938
","dadi
","9422/速度与激情7/52
8901/战狼/6
9410/咱们结婚吧/3
"
1,dadi, '0244,天津马可波罗, '8171,'4666190830515841974,'15f688f99c5e109bae31e53e,http://www.nuomi.com/cinema/15f688f99c5e109bae31e53e,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=15f688f99c5e109bae31e53e&mid=9422&needMovieInfo=1&tploption=1&_=1428996941
http://www.nuomi.com/pcindex/main/timetable?cinemaid=15f688f99c5e109bae31e53e&mid=8901&needMovieInfo=1&tploption=1&_=1428996941
http://www.nuomi.com/pcindex/main/timetable?cinemaid=15f688f99c5e109bae31e53e&mid=8883&needMovieInfo=1&tploption=1&_=1428996941
","dadi
","9422/速度与激情7/57
8901/战狼/5
8883/我是女王/1
"
1,dadi, '0245,呼和浩特图书大厦, '8172,'4151887468500280142,'c4126431ad85b7ea4c3a5932,http://www.nuomi.com/cinema/c4126431ad85b7ea4c3a5932,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=c4126431ad85b7ea4c3a5932&mid=9422&needMovieInfo=1&tploption=1&_=1428996944
http://www.nuomi.com/pcindex/main/timetable?cinemaid=c4126431ad85b7ea4c3a5932&mid=8901&needMovieInfo=1&tploption=1&_=1428996945
http://www.nuomi.com/pcindex/main/timetable?cinemaid=c4126431ad85b7ea4c3a5932&mid=9410&needMovieInfo=1&tploption=1&_=1428996945
http://www.nuomi.com/pcindex/main/timetable?cinemaid=c4126431ad85b7ea4c3a5932&mid=9427&needMovieInfo=1&tploption=1&_=1428996945
","dadi
","9422/速度与激情7/36
8901/战狼/1
9410/咱们结婚吧/1
9427/冲锋车/1
"
