是否是合法影院,接入方, third_id, 影院名,影院id,bid, 加密bid, 影院url, 排期url, 排期来源,电影信息
1,dadi, '0168,武汉宜佳, '2770,'13787044916069833471,'c81cb71a1bbc1001ca09f05e,http://www.nuomi.com/cinema/c81cb71a1bbc1001ca09f05e,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=c81cb71a1bbc1001ca09f05e&mid=9422&needMovieInfo=1&tploption=1&_=1428996632
http://www.nuomi.com/pcindex/main/timetable?cinemaid=c81cb71a1bbc1001ca09f05e&mid=8901&needMovieInfo=1&tploption=1&_=1428996632
http://www.nuomi.com/pcindex/main/timetable?cinemaid=c81cb71a1bbc1001ca09f05e&mid=8883&needMovieInfo=1&tploption=1&_=1428996633
","dadi
","9422/速度与激情7/39
8901/战狼/2
8883/我是女王/2
"
1,dadi, '0169,合肥世纪天乐, '3443,'7787941978316076636,'2ca851b05fbebc98f7eafc36,http://www.nuomi.com/cinema/2ca851b05fbebc98f7eafc36,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=2ca851b05fbebc98f7eafc36&mid=9422&needMovieInfo=1&tploption=1&_=1428996636
http://www.nuomi.com/pcindex/main/timetable?cinemaid=2ca851b05fbebc98f7eafc36&mid=8901&needMovieInfo=1&tploption=1&_=1428996636
http://www.nuomi.com/pcindex/main/timetable?cinemaid=2ca851b05fbebc98f7eafc36&mid=9410&needMovieInfo=1&tploption=1&_=1428996636
http://www.nuomi.com/pcindex/main/timetable?cinemaid=2ca851b05fbebc98f7eafc36&mid=9414&needMovieInfo=1&tploption=1&_=1428996640
","dadi
","9422/速度与激情7/52
8901/战狼/6
9410/咱们结婚吧/1
9414/王牌特工：特工学院/2
"
1,dadi, '0170,鹤山广场, '4159,'2292370919573768812,'006a538ed4f890018b2fb533,http://www.nuomi.com/cinema/006a538ed4f890018b2fb533,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=006a538ed4f890018b2fb533&mid=9422&needMovieInfo=1&tploption=1&_=1428996642
http://www.nuomi.com/pcindex/main/timetable?cinemaid=006a538ed4f890018b2fb533&mid=8901&needMovieInfo=1&tploption=1&_=1428996643
http://www.nuomi.com/pcindex/main/timetable?cinemaid=006a538ed4f890018b2fb533&mid=8883&needMovieInfo=1&tploption=1&_=1428996643
http://www.nuomi.com/pcindex/main/timetable?cinemaid=006a538ed4f890018b2fb533&mid=9427&needMovieInfo=1&tploption=1&_=1428996643
","dadi
","9422/速度与激情7/62
8901/战狼/6
8883/我是女王/3
9427/冲锋车/1
"
1,dadi, '0171,武汉新世界, '3940,'2882528476174278636,'811f528a9c758e85d92f2838,http://www.nuomi.com/cinema/811f528a9c758e85d92f2838,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=811f528a9c758e85d92f2838&mid=9422&needMovieInfo=1&tploption=1&_=1428996646
http://www.nuomi.com/pcindex/main/timetable?cinemaid=811f528a9c758e85d92f2838&mid=8901&needMovieInfo=1&tploption=1&_=1428996647
","dadi
","9422/速度与激情7/60
8901/战狼/2
"
1,dadi, '0172,中山星宝时代, '3367,'8594658544748583344,'c6db32a92a6adfc4e5e96551,http://www.nuomi.com/cinema/c6db32a92a6adfc4e5e96551,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=c6db32a92a6adfc4e5e96551&mid=9422&needMovieInfo=1&tploption=1&_=1428996649
","dadi
","9422/速度与激情7/15
"
1,dadi, '0174,普宁美佳乐, '4019,'974999295391609621,'d9b717fed3f15cd40bf5ebda,http://www.nuomi.com/cinema/d9b717fed3f15cd40bf5ebda,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=d9b717fed3f15cd40bf5ebda&mid=9422&needMovieInfo=1&tploption=1&_=1428996654
","dadi
","9422/速度与激情7/30
"
1,dadi, '0175,驻马店新百汇, '2614,'14235600661784258566,'8c99c97bebf1a8664f3a59c1,http://www.nuomi.com/cinema/8c99c97bebf1a8664f3a59c1,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=8c99c97bebf1a8664f3a59c1&mid=9422&needMovieInfo=1&tploption=1&_=1428996657
http://www.nuomi.com/pcindex/main/timetable?cinemaid=8c99c97bebf1a8664f3a59c1&mid=8901&needMovieInfo=1&tploption=1&_=1428996657
http://www.nuomi.com/pcindex/main/timetable?cinemaid=8c99c97bebf1a8664f3a59c1&mid=9410&needMovieInfo=1&tploption=1&_=1428996658
http://www.nuomi.com/pcindex/main/timetable?cinemaid=8c99c97bebf1a8664f3a59c1&mid=8883&needMovieInfo=1&tploption=1&_=1428996658
http://www.nuomi.com/pcindex/main/timetable?cinemaid=8c99c97bebf1a8664f3a59c1&mid=9427&needMovieInfo=1&tploption=1&_=1428996658
","dadi
","9422/速度与激情7/55
8901/战狼/6
9410/咱们结婚吧/3
8883/我是女王/1
9427/冲锋车/0
"
1,dadi, '0176,安康金客隆, '3393,'15769990323097181430,'342acf5528275f71bca24040,http://www.nuomi.com/cinema/342acf5528275f71bca24040,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=342acf5528275f71bca24040&mid=9422&needMovieInfo=1&tploption=1&_=1428996661
http://www.nuomi.com/pcindex/main/timetable?cinemaid=342acf5528275f71bca24040&mid=8901&needMovieInfo=1&tploption=1&_=1428996662
http://www.nuomi.com/pcindex/main/timetable?cinemaid=342acf5528275f71bca24040&mid=9410&needMovieInfo=1&tploption=1&_=1428996662
http://www.nuomi.com/pcindex/main/timetable?cinemaid=342acf5528275f71bca24040&mid=8883&needMovieInfo=1&tploption=1&_=1428996662
","dadi
","9422/速度与激情7/35
8901/战狼/9
9410/咱们结婚吧/2
8883/我是女王/2
"
1,dadi, '0177,开封江南帝州, '3936,'10391977632876566924,'9850e3e5cf0a6c8100ec01ee,http://www.nuomi.com/cinema/9850e3e5cf0a6c8100ec01ee,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=9850e3e5cf0a6c8100ec01ee&mid=9422&needMovieInfo=1&tploption=1&_=1428996665
http://www.nuomi.com/pcindex/main/timetable?cinemaid=9850e3e5cf0a6c8100ec01ee&mid=8901&needMovieInfo=1&tploption=1&_=1428996666
http://www.nuomi.com/pcindex/main/timetable?cinemaid=9850e3e5cf0a6c8100ec01ee&mid=9410&needMovieInfo=1&tploption=1&_=1428996666
http://www.nuomi.com/pcindex/main/timetable?cinemaid=9850e3e5cf0a6c8100ec01ee&mid=9414&needMovieInfo=1&tploption=1&_=1428996666
http://www.nuomi.com/pcindex/main/timetable?cinemaid=9850e3e5cf0a6c8100ec01ee&mid=8883&needMovieInfo=1&tploption=1&_=1428996666
http://www.nuomi.com/pcindex/main/timetable?cinemaid=9850e3e5cf0a6c8100ec01ee&mid=9432&needMovieInfo=1&tploption=1&_=1428996667
http://www.nuomi.com/pcindex/main/timetable?cinemaid=9850e3e5cf0a6c8100ec01ee&mid=9427&needMovieInfo=1&tploption=1&_=1428996667
","dadi
","9422/速度与激情7/47
8901/战狼/7
9410/咱们结婚吧/4
9414/王牌特工：特工学院/2
8883/我是女王/3
9432/魔法总动员/1
9427/冲锋车/1
"
1,dadi, '0178,山东烟台银座, '3793,'1262699906619932671,'f60a15ed323bfdf5bb17e7c7,http://www.nuomi.com/cinema/f60a15ed323bfdf5bb17e7c7,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=f60a15ed323bfdf5bb17e7c7&mid=9422&needMovieInfo=1&tploption=1&_=1428996670
http://www.nuomi.com/pcindex/main/timetable?cinemaid=f60a15ed323bfdf5bb17e7c7&mid=8901&needMovieInfo=1&tploption=1&_=1428996670
http://www.nuomi.com/pcindex/main/timetable?cinemaid=f60a15ed323bfdf5bb17e7c7&mid=9410&needMovieInfo=1&tploption=1&_=1428996671
http://www.nuomi.com/pcindex/main/timetable?cinemaid=f60a15ed323bfdf5bb17e7c7&mid=9414&needMovieInfo=1&tploption=1&_=1428996671
http://www.nuomi.com/pcindex/main/timetable?cinemaid=f60a15ed323bfdf5bb17e7c7&mid=8883&needMovieInfo=1&tploption=1&_=1428996671
","dadi
","9422/速度与激情7/52
8901/战狼/4
9410/咱们结婚吧/1
9414/王牌特工：特工学院/1
8883/我是女王/1
"
1,dadi, '0179,焦作龙凤金街, '3935,'56599262765087181,'096774d992e4905b1df74d05,http://www.nuomi.com/cinema/096774d992e4905b1df74d05,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=096774d992e4905b1df74d05&mid=9422&needMovieInfo=1&tploption=1&_=1428996674
","dadi
","9422/速度与激情7/28
"
1,dadi, '0180,深圳佐阾香颂, '3929,'11483730859813368547,'ff058a141e59bc14b34c494c,http://www.nuomi.com/cinema/ff058a141e59bc14b34c494c,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=ff058a141e59bc14b34c494c&mid=9422&needMovieInfo=1&tploption=1&_=1428996677
","dadi
","9422/速度与激情7/43
"
1,dadi, '0182,阳春东湖, '4118,'3819001090010425803,'85934ff1739c8c31b4265545,http://www.nuomi.com/cinema/85934ff1739c8c31b4265545,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=85934ff1739c8c31b4265545&mid=9422&needMovieInfo=1&tploption=1&_=1428996683
","dadi
","9422/速度与激情7/31
"
1,dadi, '0183,湘潭时尚魔方, '3683,'6202378683583895782,'e63152e9fd02065314b54bb9,http://www.nuomi.com/cinema/e63152e9fd02065314b54bb9,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=e63152e9fd02065314b54bb9&mid=9422&needMovieInfo=1&tploption=1&_=1428996686
http://www.nuomi.com/pcindex/main/timetable?cinemaid=e63152e9fd02065314b54bb9&mid=8901&needMovieInfo=1&tploption=1&_=1428996687
http://www.nuomi.com/pcindex/main/timetable?cinemaid=e63152e9fd02065314b54bb9&mid=9414&needMovieInfo=1&tploption=1&_=1428996687
http://www.nuomi.com/pcindex/main/timetable?cinemaid=e63152e9fd02065314b54bb9&mid=8883&needMovieInfo=1&tploption=1&_=1428996687
http://www.nuomi.com/pcindex/main/timetable?cinemaid=e63152e9fd02065314b54bb9&mid=9427&needMovieInfo=1&tploption=1&_=1428996687
","dadi
","9422/速度与激情7/42
8901/战狼/4
9414/王牌特工：特工学院/1
8883/我是女王/2
9427/冲锋车/1
"
1,dadi, '0184,鄂尔多斯购物广场, '3693,'7386504669526154651,'6cd3d084ae10b82688db73e4,http://www.nuomi.com/cinema/6cd3d084ae10b82688db73e4,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=6cd3d084ae10b82688db73e4&mid=9422&needMovieInfo=1&tploption=1&_=1428996690
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6cd3d084ae10b82688db73e4&mid=9410&needMovieInfo=1&tploption=1&_=1428996691
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6cd3d084ae10b82688db73e4&mid=9427&needMovieInfo=1&tploption=1&_=1428996691
","dadi
","9422/速度与激情7/15
9410/咱们结婚吧/2
9427/冲锋车/1
"
1,dadi, '0185,合肥铜陵路桥, '3445,'3116042798438113756,'d99fc7a1b779bc7d744ff112,http://www.nuomi.com/cinema/d99fc7a1b779bc7d744ff112,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=d99fc7a1b779bc7d744ff112&mid=9422&needMovieInfo=1&tploption=1&_=1428996694
http://www.nuomi.com/pcindex/main/timetable?cinemaid=d99fc7a1b779bc7d744ff112&mid=8901&needMovieInfo=1&tploption=1&_=1428996694
http://www.nuomi.com/pcindex/main/timetable?cinemaid=d99fc7a1b779bc7d744ff112&mid=9410&needMovieInfo=1&tploption=1&_=1428996694
http://www.nuomi.com/pcindex/main/timetable?cinemaid=d99fc7a1b779bc7d744ff112&mid=9414&needMovieInfo=1&tploption=1&_=1428996695
http://www.nuomi.com/pcindex/main/timetable?cinemaid=d99fc7a1b779bc7d744ff112&mid=9373&needMovieInfo=1&tploption=1&_=1428996695
","dadi
","9422/速度与激情7/52
8901/战狼/5
9410/咱们结婚吧/2
9414/王牌特工：特工学院/2
9373/失孤/1
"
1,dadi, '0186,贵港宏桂, '3368,'10468966283149847279,'b194c1536d1b32e6e8e582c1,http://www.nuomi.com/cinema/b194c1536d1b32e6e8e582c1,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=b194c1536d1b32e6e8e582c1&mid=9422&needMovieInfo=1&tploption=1&_=1428996698
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b194c1536d1b32e6e8e582c1&mid=8901&needMovieInfo=1&tploption=1&_=1428996698
","dadi
","9422/速度与激情7/33
8901/战狼/1
"
1,dadi, '0187,普洱新天地, '4115,'5134940201940843452,'a56a5e7ae654589b2811d1c6,http://www.nuomi.com/cinema/a56a5e7ae654589b2811d1c6,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=a56a5e7ae654589b2811d1c6&mid=9422&needMovieInfo=1&tploption=1&_=1428996701
","dadi
","9422/速度与激情7/39
"
1,dadi, '0188,娄底湘中园, '3680,'11177258580563480965,'59bfba75ce7d085a734b87d2,http://www.nuomi.com/cinema/59bfba75ce7d085a734b87d2,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=59bfba75ce7d085a734b87d2&mid=9422&needMovieInfo=1&tploption=1&_=1428996704
http://www.nuomi.com/pcindex/main/timetable?cinemaid=59bfba75ce7d085a734b87d2&mid=8901&needMovieInfo=1&tploption=1&_=1428996705
","dadi
","9422/速度与激情7/30
8901/战狼/1
"
1,dadi, '0189,合肥合家福, '3444,'16224577556263744504,'fdcdf6a78d46a923744ff1bf,http://www.nuomi.com/cinema/fdcdf6a78d46a923744ff1bf,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=fdcdf6a78d46a923744ff1bf&mid=9422&needMovieInfo=1&tploption=1&_=1428996707
http://www.nuomi.com/pcindex/main/timetable?cinemaid=fdcdf6a78d46a923744ff1bf&mid=8901&needMovieInfo=1&tploption=1&_=1428996708
http://www.nuomi.com/pcindex/main/timetable?cinemaid=fdcdf6a78d46a923744ff1bf&mid=9410&needMovieInfo=1&tploption=1&_=1428996708
http://www.nuomi.com/pcindex/main/timetable?cinemaid=fdcdf6a78d46a923744ff1bf&mid=9414&needMovieInfo=1&tploption=1&_=1428996708
http://www.nuomi.com/pcindex/main/timetable?cinemaid=fdcdf6a78d46a923744ff1bf&mid=9427&needMovieInfo=1&tploption=1&_=1428996709
","dadi
","9422/速度与激情7/46
8901/战狼/6
9410/咱们结婚吧/3
9414/王牌特工：特工学院/1
9427/冲锋车/1
"
1,dadi, '0190,宁波培罗成, '3891,'6822849343962301088,'01eeb1ab093de2bb4251c040,http://www.nuomi.com/cinema/01eeb1ab093de2bb4251c040,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=01eeb1ab093de2bb4251c040&mid=9422&needMovieInfo=1&tploption=1&_=1428996712
http://www.nuomi.com/pcindex/main/timetable?cinemaid=01eeb1ab093de2bb4251c040&mid=8901&needMovieInfo=1&tploption=1&_=1428996712
http://www.nuomi.com/pcindex/main/timetable?cinemaid=01eeb1ab093de2bb4251c040&mid=9410&needMovieInfo=1&tploption=1&_=1428996712
http://www.nuomi.com/pcindex/main/timetable?cinemaid=01eeb1ab093de2bb4251c040&mid=9414&needMovieInfo=1&tploption=1&_=1428996713
http://www.nuomi.com/pcindex/main/timetable?cinemaid=01eeb1ab093de2bb4251c040&mid=9427&needMovieInfo=1&tploption=1&_=1428996713
","dadi
","9422/速度与激情7/38
8901/战狼/7
9410/咱们结婚吧/3
9414/王牌特工：特工学院/3
9427/冲锋车/1
"
1,dadi, '0191,龙岩长汀财富, '3361,'7502749154168864906,'0755c351d21094b5047ce837,http://www.nuomi.com/cinema/0755c351d21094b5047ce837,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=0755c351d21094b5047ce837&mid=9422&needMovieInfo=1&tploption=1&_=1428996719
","dadi
","9422/速度与激情7/31
"
1,dadi, '0192,文山炬隆, '3405,'14471169547158361541,'cdbdca0718de4d46250bd090,http://www.nuomi.com/cinema/cdbdca0718de4d46250bd090,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=cdbdca0718de4d46250bd090&mid=9422&needMovieInfo=1&tploption=1&_=1428996722
http://www.nuomi.com/pcindex/main/timetable?cinemaid=cdbdca0718de4d46250bd090&mid=8901&needMovieInfo=1&tploption=1&_=1428996722
","dadi
","9422/速度与激情7/37
8901/战狼/3
"
1,dadi, '0193,黄冈紫金城, '3646,'1718652674552728830,'c90af89029218c68c909f0e4,http://www.nuomi.com/cinema/c90af89029218c68c909f0e4,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=c90af89029218c68c909f0e4&mid=9422&needMovieInfo=1&tploption=1&_=1428996725
","dadi
","9422/速度与激情7/53
"
1,dadi, '0194,西安长安步行街, '3817,'11611007022447908839,'23c94f9ff665c9fb1ef74d42,http://www.nuomi.com/cinema/23c94f9ff665c9fb1ef74d42,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=23c94f9ff665c9fb1ef74d42&mid=9422&needMovieInfo=1&tploption=1&_=1428996728
http://www.nuomi.com/pcindex/main/timetable?cinemaid=23c94f9ff665c9fb1ef74d42&mid=8901&needMovieInfo=1&tploption=1&_=1428996728
http://www.nuomi.com/pcindex/main/timetable?cinemaid=23c94f9ff665c9fb1ef74d42&mid=9410&needMovieInfo=1&tploption=1&_=1428996729
http://www.nuomi.com/pcindex/main/timetable?cinemaid=23c94f9ff665c9fb1ef74d42&mid=8883&needMovieInfo=1&tploption=1&_=1428996729
http://www.nuomi.com/pcindex/main/timetable?cinemaid=23c94f9ff665c9fb1ef74d42&mid=9432&needMovieInfo=1&tploption=1&_=1428996729
","dadi
","9422/速度与激情7/50
8901/战狼/9
9410/咱们结婚吧/1
8883/我是女王/3
9432/魔法总动员/0
"
1,dadi, '0195,安顺中环, '3369,'1598809263392174587,'04968617e1ca44b945e27437,http://www.nuomi.com/cinema/04968617e1ca44b945e27437,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=04968617e1ca44b945e27437&mid=9422&needMovieInfo=1&tploption=1&_=1428996732
http://www.nuomi.com/pcindex/main/timetable?cinemaid=04968617e1ca44b945e27437&mid=8901&needMovieInfo=1&tploption=1&_=1428996733
","dadi
","9422/速度与激情7/31
8901/战狼/4
"
1,dadi, '0196,山东青岛家佳源, '3394,'3375288324239606234,'00ad583a54721504a21de99f,http://www.nuomi.com/cinema/00ad583a54721504a21de99f,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=00ad583a54721504a21de99f&mid=9422&needMovieInfo=1&tploption=1&_=1428996735
http://www.nuomi.com/pcindex/main/timetable?cinemaid=00ad583a54721504a21de99f&mid=8901&needMovieInfo=1&tploption=1&_=1428996736
http://www.nuomi.com/pcindex/main/timetable?cinemaid=00ad583a54721504a21de99f&mid=9410&needMovieInfo=1&tploption=1&_=1428996736
http://www.nuomi.com/pcindex/main/timetable?cinemaid=00ad583a54721504a21de99f&mid=9414&needMovieInfo=1&tploption=1&_=1428996737
http://www.nuomi.com/pcindex/main/timetable?cinemaid=00ad583a54721504a21de99f&mid=8883&needMovieInfo=1&tploption=1&_=1428996737
","dadi
","9422/速度与激情7/57
8901/战狼/6
9410/咱们结婚吧/1
9414/王牌特工：特工学院/1
8883/我是女王/1
"
1,dadi, '0197,遵义海珠, '2634,'18405640414057752049,'048f44646ed4f2f7ee74f884,http://www.nuomi.com/cinema/048f44646ed4f2f7ee74f884,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=048f44646ed4f2f7ee74f884&mid=9422&needMovieInfo=1&tploption=1&_=1428996740
http://www.nuomi.com/pcindex/main/timetable?cinemaid=048f44646ed4f2f7ee74f884&mid=8901&needMovieInfo=1&tploption=1&_=1428996740
","dadi
","9422/速度与激情7/40
8901/战狼/1
"
1,dadi, '0198,唐山东安, '3609,'17341874886081149966,'dd880bde35d1fdd043ab9afb,http://www.nuomi.com/cinema/dd880bde35d1fdd043ab9afb,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=dd880bde35d1fdd043ab9afb&mid=9422&needMovieInfo=1&tploption=1&_=1428996743
","dadi
","9422/速度与激情7/46
"
1,dadi, '0199,宜宾唐人, '4113,'7732602380937368610,'2ea9d4baac6891a5d22dd620,http://www.nuomi.com/cinema/2ea9d4baac6891a5d22dd620,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=2ea9d4baac6891a5d22dd620&mid=9422&needMovieInfo=1&tploption=1&_=1428996746
http://www.nuomi.com/pcindex/main/timetable?cinemaid=2ea9d4baac6891a5d22dd620&mid=8901&needMovieInfo=1&tploption=1&_=1428996747
http://www.nuomi.com/pcindex/main/timetable?cinemaid=2ea9d4baac6891a5d22dd620&mid=9410&needMovieInfo=1&tploption=1&_=1428996747
http://www.nuomi.com/pcindex/main/timetable?cinemaid=2ea9d4baac6891a5d22dd620&mid=9427&needMovieInfo=1&tploption=1&_=1428996747
","dadi
","9422/速度与激情7/52
8901/战狼/4
9410/咱们结婚吧/2
9427/冲锋车/1
"
1,dadi, '0200,潜江中百, '4114,'12565199927944532159,'352c72169dce9b1b5f0d0299,http://www.nuomi.com/cinema/352c72169dce9b1b5f0d0299,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=352c72169dce9b1b5f0d0299&mid=9422&needMovieInfo=1&tploption=1&_=1428996750
","dadi
","9422/速度与激情7/60
"
1,dadi, '0201,承德隆基泰和, '8164,'13594328870549528446,'89da5bfd073dc83f276e984a,http://www.nuomi.com/cinema/89da5bfd073dc83f276e984a,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=89da5bfd073dc83f276e984a&mid=9422&needMovieInfo=1&tploption=1&_=1428996753
http://www.nuomi.com/pcindex/main/timetable?cinemaid=89da5bfd073dc83f276e984a&mid=8901&needMovieInfo=1&tploption=1&_=1428996757
http://www.nuomi.com/pcindex/main/timetable?cinemaid=89da5bfd073dc83f276e984a&mid=8883&needMovieInfo=1&tploption=1&_=1428996757
http://www.nuomi.com/pcindex/main/timetable?cinemaid=89da5bfd073dc83f276e984a&mid=9434&needMovieInfo=1&tploption=1&_=1428996757
","dadi
","9422/速度与激情7/39
8901/战狼/7
8883/我是女王/1
9434/万物生长/1
"
1,dadi, '0202,北京望京新天地, '3465,'6607154815042743024,'b8974649af86e11df7e73b18,http://www.nuomi.com/cinema/b8974649af86e11df7e73b18,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=b8974649af86e11df7e73b18&mid=9422&needMovieInfo=1&tploption=1&_=1428996760
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b8974649af86e11df7e73b18&mid=8901&needMovieInfo=1&tploption=1&_=1428996760
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b8974649af86e11df7e73b18&mid=9410&needMovieInfo=1&tploption=1&_=1428996760
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b8974649af86e11df7e73b18&mid=9414&needMovieInfo=1&tploption=1&_=1428996761
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b8974649af86e11df7e73b18&mid=8883&needMovieInfo=1&tploption=1&_=1428996762
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b8974649af86e11df7e73b18&mid=9434&needMovieInfo=1&tploption=1&_=1428996763
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b8974649af86e11df7e73b18&mid=9427&needMovieInfo=1&tploption=1&_=1428996763
","dadi
","9422/速度与激情7/59
8901/战狼/6
9410/咱们结婚吧/2
9414/王牌特工：特工学院/1
8883/我是女王/1
9434/万物生长/1
9427/冲锋车/1
"
1,dadi, '0203,随州曾都大润发, '3374,'13555417461178240239,'1d308fa985e4dd2a76e5b6b8,http://www.nuomi.com/cinema/1d308fa985e4dd2a76e5b6b8,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=1d308fa985e4dd2a76e5b6b8&mid=9422&needMovieInfo=1&tploption=1&_=1428996766
http://www.nuomi.com/pcindex/main/timetable?cinemaid=1d308fa985e4dd2a76e5b6b8&mid=8901&needMovieInfo=1&tploption=1&_=1428996766
http://www.nuomi.com/pcindex/main/timetable?cinemaid=1d308fa985e4dd2a76e5b6b8&mid=8883&needMovieInfo=1&tploption=1&_=1428996766
","dadi
","9422/速度与激情7/65
8901/战狼/4
8883/我是女王/1
"
1,dadi, '0204,福清国际商展中心, '4062,'14343231260020360857,'e88dba062650aff5f02d833e,http://www.nuomi.com/cinema/e88dba062650aff5f02d833e,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=e88dba062650aff5f02d833e&mid=9422&needMovieInfo=1&tploption=1&_=1428996769
http://www.nuomi.com/pcindex/main/timetable?cinemaid=e88dba062650aff5f02d833e&mid=8901&needMovieInfo=1&tploption=1&_=1428996770
http://www.nuomi.com/pcindex/main/timetable?cinemaid=e88dba062650aff5f02d833e&mid=8883&needMovieInfo=1&tploption=1&_=1428996770
http://www.nuomi.com/pcindex/main/timetable?cinemaid=e88dba062650aff5f02d833e&mid=9434&needMovieInfo=1&tploption=1&_=1428996770
http://www.nuomi.com/pcindex/main/timetable?cinemaid=e88dba062650aff5f02d833e&mid=9435&needMovieInfo=1&tploption=1&_=1428996771
","dadi
","9422/速度与激情7/71
8901/战狼/3
8883/我是女王/1
9434/万物生长/1
9435/贵族大盗/1
"
1,dadi, '0205,贵港唐人街, '3932,'201881120051061677,'af8fdc126f502cf5b2077db2,http://www.nuomi.com/cinema/af8fdc126f502cf5b2077db2,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=af8fdc126f502cf5b2077db2&mid=9422&needMovieInfo=1&tploption=1&_=1428996774
http://www.nuomi.com/pcindex/main/timetable?cinemaid=af8fdc126f502cf5b2077db2&mid=8901&needMovieInfo=1&tploption=1&_=1428996774
","dadi
","9422/速度与激情7/56
8901/战狼/1
"
1,dadi, '0206,怀化凯邦, '3376,'5916665638760265261,'8187525a7228c5b92a02e124,http://www.nuomi.com/cinema/8187525a7228c5b92a02e124,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=8187525a7228c5b92a02e124&mid=9422&needMovieInfo=1&tploption=1&_=1428996779
http://www.nuomi.com/pcindex/main/timetable?cinemaid=8187525a7228c5b92a02e124&mid=8901&needMovieInfo=1&tploption=1&_=1428996780
http://www.nuomi.com/pcindex/main/timetable?cinemaid=8187525a7228c5b92a02e124&mid=9427&needMovieInfo=1&tploption=1&_=1428996780
","dadi
","9422/速度与激情7/54
8901/战狼/1
9427/冲锋车/1
"
1,dadi, '0207,郴州中伟神农, '4119,'7280376250102486979,'589748448201a95693114c1d,http://www.nuomi.com/cinema/589748448201a95693114c1d,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=589748448201a95693114c1d&mid=9422&needMovieInfo=1&tploption=1&_=1428996783
","dadi
","9422/速度与激情7/13
"
1,dadi, '0208,开原新玛特, '4065,'4735718449160114400,'96d2c2f298a0518ee5e9651a,http://www.nuomi.com/cinema/96d2c2f298a0518ee5e9651a,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=96d2c2f298a0518ee5e9651a&mid=9422&needMovieInfo=1&tploption=1&_=1428996786
http://www.nuomi.com/pcindex/main/timetable?cinemaid=96d2c2f298a0518ee5e9651a&mid=8901&needMovieInfo=1&tploption=1&_=1428996787
http://www.nuomi.com/pcindex/main/timetable?cinemaid=96d2c2f298a0518ee5e9651a&mid=9410&needMovieInfo=1&tploption=1&_=1428996788
http://www.nuomi.com/pcindex/main/timetable?cinemaid=96d2c2f298a0518ee5e9651a&mid=9427&needMovieInfo=1&tploption=1&_=1428996788
","dadi
","9422/速度与激情7/27
8901/战狼/1
9410/咱们结婚吧/1
9427/冲锋车/1
"
